Tag
add_CONDITION_atom
add_CONDITION_atom
add_CONDITION_atom
add_CONDITION_atom
add_CONDITION_atom
add_CONDITION_atom
add_PARENTHESIS_atom
add_PARENTHESIS_atom
add_PARENTHESIS_atom
add_PARENTHESIS_atom
add_PARENTHESIS_atom
add_PARENTHESIS_atom
move_POST_INC_DEC_atom
move_POST_INC_DEC_atom
move_POST_INC_DEC_atom
move_POST_INC_DEC_atom
move_POST_INC_DEC_atom
move_POST_INC_DEC_atom
move_PRE_INC_DEC_atom
move_PRE_INC_DEC_atom
move_PRE_INC_DEC_atom
move_PRE_INC_DEC_atom
move_PRE_INC_DEC_atom
move_PRE_INC_DEC_atom
replace_CONSTANTVARIABLE_atom
replace_CONSTANTVARIABLE_atom
replace_CONSTANTVARIABLE_atom
replace_CONSTANTVARIABLE_atom
replace_CONSTANTVARIABLE_atom
replace_CONSTANTVARIABLE_atom
remove_INDENTATION_atom
remove_INDENTATION_atom
remove_INDENTATION_atom
remove_INDENTATION_atom
remove_INDENTATION_atom
remove_INDENTATION_atom
replace_MACRO_atom
replace_MACRO_atom
replace_MACRO_atom
replace_MACRO_atom
replace_MACRO_atom
replace_MACRO_atom
replace_Mixed_Pointer_Integer_Arithmetic
replace_Mixed_Pointer_Integer_Arithmetic
replace_Mixed_Pointer_Integer_Arithmetic
replace_Mixed_Pointer_Integer_Arithmetic
replace_Mixed_Pointer_Integer_Arithmetic
replace_Mixed_Pointer_Integer_Arithmetic
replace_Ternary_Operator
replace_Ternary_Operator
replace_Ternary_Operator
replace_Ternary_Operator
replace_Ternary_Operator
replace_Ternary_Operator
replace_Arithmetic_As_Logic
replace_Arithmetic_As_Logic
replace_Arithmetic_As_Logic
replace_Arithmetic_As_Logic
replace_Arithmetic_As_Logic
replace_Arithmetic_As_Logic
replace_Comma_Operator
replace_Comma_Operator
replace_Comma_Operator
replace_Comma_Operator
replace_Comma_Operator
replace_Comma_Operator
move_Preprocessor_Directives_Inside_Statements
move_Preprocessor_Directives_Inside_Statements
move_Preprocessor_Directives_Inside_Statements
move_Preprocessor_Directives_Inside_Statements
move_Preprocessor_Directives_Inside_Statements
move_Preprocessor_Directives_Inside_Statements
"Constant Assignment"
"Constant Assignment"
"Constant Assignment"
"Constant Assignment"
"Constant Assignment"
"Constant Assignment"
"Logic as Control Flow"
"Logic as Control Flow"
"Logic as Control Flow"
"Logic as Control Flow"
"Logic as Control Flow"
"Logic as Control Flow"
"Re-purposed variables"
"Re-purposed variables"
"Re-purposed variables"
"Re-purposed variables"
"Re-purposed variables"
"Re-purposed variables"
"Swapped subscripts"
"Swapped subscripts"
"Swapped subscripts"
"Swapped subscripts"
"Swapped subscripts"
"Swapped subscripts"
"Dead, unreachable, repeated"
"Dead, unreachable, repeated"
"Dead, unreachable, repeated"
"Dead, unreachable, repeated"
"Dead, unreachable, repeated"
"Dead, unreachable, repeated"
"Literal encoding"
"Literal encoding"
"Literal encoding"
"Literal encoding"
"Literal encoding"
"Literal encoding"
"Curly braces"
"Curly braces"
"Curly braces"
"Curly braces"
"Curly braces"
"Curly braces"
"Type conversion"
"Type conversion"
"Type conversion"
"Type conversion"
"Type conversion"
"Type conversion"
Indentation
Indentation
Indentation
Indentation
Indentation
Indentation
